settlement_date,ticker,sector,market_cap_tier,asset_class,counterparty_id,counterparty_type,counterparty_size,quantity_failed,price_usd,fail_value_usd,daily_volume_shares,fail_rate_pct,days_failed_consecutive,settlement_lag_days,slo_breach,threshold_flag,fail_reason,regime_base_mult,is_post_t1
2024-11-26,ARKK,ETF,mid,ETF,FOREIGN_A,Foreign Dealer,large,430325,47.09,20265258.25,20876113,2.0613,1,1,0,0,Corporate Action,0.88,1
2024-11-27,AAPL,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,275075,181.77,49999971.46,27737304,0.9917,1,2,0,0,Securities Lending Recall,0.88,1
2024-11-27,AAPL,Technology,large,Technology Equity,CUSTODY_A,Custodian,large,108989,181.77,19810767.57,27737304,0.3929,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,MSFT,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,119613,418.01,49999924.1,17522672,0.6826,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,MSFT,Technology,large,Technology Equity,CUSTODY_A,Custodian,large,85828,418.01,35877316.73,17522672,0.4898,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,AMZN,Consumer,large,Consumer Equity,REGB_B,Regional Broker,mid,267364,187.01,49999933.51,43986306,0.6078,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,BAC,Financials,large,Financials Equity,HEDGE_A,Hedge Fund,mid,270471,38.43,10395018.72,58362784,0.4634,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,MS,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,78274,104.46,8176418.98,4337995,1.8044,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,MS,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,41010,104.46,4283861.08,4337995,0.9454,1,1,0,0,Short Sale Locate Failure,0.88,1
2024-11-27,MS,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,32579,104.46,3403167.77,4337995,0.751,1,2,0,0,Custodian Delay,0.88,1
2024-11-27,XOM,Energy,large,Energy Equity,REGB_B,Regional Broker,mid,369322,119.49,44131213.82,15563501,2.373,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,CVX,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,318875,156.8,49999955.49,11606450,2.7474,1,3,0,0,Counterparty Error,0.88,1
2024-11-27,CVX,Energy,large,Energy Equity,FOREIGN_A,Foreign Dealer,large,97051,156.8,15217705.0,11606450,0.8362,1,2,0,0,SSI Mismatch,0.88,1
2024-11-27,CVX,Energy,large,Energy Equity,PRIME_B,Prime Broker,large,146754,156.8,23011190.81,11606450,1.2644,1,1,0,0,System Issue,0.88,1
2024-11-27,UNH,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,37542,517.53,19428958.39,2601337,1.4432,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,MRK,Healthcare,large,Healthcare Equity,REGB_A,Regional Broker,mid,144149,132.05,19035174.17,6398703,2.2528,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,COST,Consumer,large,Consumer Equity,FOREIGN_B,Foreign Dealer,large,25000,869.29,21732181.32,2496273,1.0015,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,COST,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,26239,869.29,22809228.23,2496273,1.0511,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,PLTR,Technology,mid,Technology Equity,REGB_B,Regional Broker,mid,500000,24.7,12349076.66,90177757,0.5545,1,2,0,0,Short Sale Locate Failure,0.88,1
2024-11-27,PLTR,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,500000,24.7,12349076.66,90177757,0.5545,2,1,0,0,SSI Mismatch,0.88,1
2024-11-27,PLTR,Technology,mid,Technology Equity,CUSTODY_B,Custodian,large,500000,24.7,12349076.66,90177757,0.5545,1,1,0,0,Corporate Action,0.88,1
2024-11-27,BBAI,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,243094,3.06,743364.02,16119947,1.508,1,1,0,0,Securities Lending Recall,0.88,1
2024-11-27,OPEN,Financials,mid,Financials Equity,PRIME_B,Prime Broker,large,265875,2.78,738320.48,19004520,1.399,2,2,0,0,Short Sale Locate Failure,0.88,1
2024-11-27,SOFI,Financials,mid,Financials Equity,PRIME_A,Prime Broker,large,500000,10.43,5214792.86,35332591,1.4151,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,SOFI,Financials,mid,Financials Equity,REGB_A,Regional Broker,mid,500000,10.43,5214792.86,35332591,1.4151,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,NKLA,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,0.93,464724.21,43626634,1.1461,1,1,0,0,Securities Lending Recall,0.88,1
2024-11-27,NKLA,Consumer,mid,Consumer Equity,CUSTODY_B,Custodian,large,500000,0.93,464724.21,43626634,1.1461,1,1,0,0,Securities Lending Recall,0.88,1
2024-11-27,SPY,ETF,large,ETF,FOREIGN_B,Foreign Dealer,large,89229,560.35,49999910.05,65079192,0.1371,1,1,0,0,SSI Mismatch,0.88,1
2024-11-27,QQQ,ETF,large,ETF,REGB_A,Regional Broker,mid,102997,485.45,49999827.08,36094609,0.2854,1,1,0,0,Short Sale Locate Failure,0.88,1
2024-11-27,QQQ,ETF,large,ETF,CUSTODY_A,Custodian,large,102997,485.45,49999827.08,36094609,0.2854,1,1,0,0,Custodian Delay,0.88,1
2024-11-27,IWM,ETF,mid,ETF,HEDGE_B,Hedge Fund,mid,226027,221.21,49999879.41,38739320,0.5835,1,2,0,0,Securities Lending Recall,0.88,1
2024-11-27,LQD,Bond ETF,large,Bond ETF,REGB_B,Regional Broker,mid,125331,108.11,13549735.0,9043190,1.3859,1,1,0,0,Short Sale Locate Failure,0.88,1
2024-11-27,LQD,Bond ETF,large,Bond ETF,PRIME_C,Prime Broker,large,45650,108.11,4935294.56,9043190,0.5048,1,2,0,0,Custodian Delay,0.88,1
2024-11-29,AAPL,Technology,large,Technology Equity,CUSTODY_B,Custodian,large,221063,190.38,42085641.91,39986774,0.5528,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,AAPL,Technology,large,Technology Equity,FOREIGN_A,Foreign Dealer,large,262634,190.38,49999866.45,39986774,0.6568,2,1,0,0,Custodian Delay,0.88,1
2024-11-29,AAPL,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,262634,190.38,49999866.45,39986774,0.6568,1,2,0,0,Securities Lending Recall,0.88,1
2024-11-29,MSFT,Technology,large,Technology Equity,FOREIGN_B,Foreign Dealer,large,123453,405.01,49999868.32,19514398,0.6326,1,2,0,0,SSI Mismatch,0.88,1
2024-11-29,META,Technology,large,Technology Equity,CUSTODY_B,Custodian,large,100505,497.48,49999652.46,19529151,0.5146,1,1,0,0,System Issue,0.88,1
2024-11-29,TSLA,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,206097,242.6,49999770.53,81174037,0.2539,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,JPM,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,68537,207.25,14204103.91,9273698,0.739,1,1,0,0,SSI Mismatch,0.88,1
2024-11-29,BAC,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,500000,37.91,18957327.46,50077078,0.9985,1,1,0,0,Counterparty Error,0.88,1
2024-11-29,GS,Financials,large,Financials Equity,REGB_A,Regional Broker,mid,74646,481.36,35931337.27,3525634,2.1172,1,1,0,0,Securities Lending Recall,0.88,1
2024-11-29,MS,Financials,large,Financials Equity,CUSTODY_B,Custodian,large,44261,101.27,4482261.67,8249863,0.5365,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,XOM,Energy,large,Energy Equity,PRIME_C,Prime Broker,large,223532,119.38,26686286.12,19193086,1.1646,1,2,0,0,SSI Mismatch,0.88,1
2024-11-29,CVX,Energy,large,Energy Equity,FOREIGN_B,Foreign Dealer,large,131915,153.11,20197106.98,6855695,1.9242,1,2,0,0,Custodian Delay,0.88,1
2024-11-29,CVX,Energy,large,Energy Equity,PRIME_A,Prime Broker,large,36365,153.11,5567735.25,6855695,0.5304,1,3,0,0,Short Sale Locate Failure,0.88,1
2024-11-29,COST,Consumer,large,Consumer Equity,PRIME_C,Prime Broker,large,25351,894.99,22688909.38,1883855,1.3457,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,COST,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,41762,894.99,37376601.84,1883855,2.2168,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,COST,Consumer,large,Consumer Equity,CUSTODY_A,Custodian,large,7566,894.99,6771499.68,1883855,0.4016,1,3,0,0,Corporate Action,0.88,1
2024-11-29,PLTR,Technology,mid,Technology Equity,HEDGE_B,Hedge Fund,mid,500000,24.37,12187449.01,48284432,1.0355,1,2,0,0,Short Sale Locate Failure,0.88,1
2024-11-29,PLTR,Technology,mid,Technology Equity,CUSTODY_A,Custodian,large,500000,24.37,12187449.01,48284432,1.0355,1,1,0,0,Corporate Action,0.88,1
2024-11-29,LCID,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,3.48,1741927.2,46037361,1.0861,1,2,0,0,Securities Lending Recall,0.88,1
2024-11-29,BBAI,Technology,mid,Technology Equity,PRIME_C,Prime Broker,large,391916,3.25,1271859.08,11409820,3.4349,1,3,0,0,Securities Lending Recall,0.88,1
2024-11-29,BBAI,Technology,mid,Technology Equity,PRIME_A,Prime Broker,large,129799,3.25,421228.11,11409820,1.1376,1,1,0,0,Securities Lending Recall,0.88,1
2024-11-29,HOOD,Financials,mid,Financials Equity,REGB_A,Regional Broker,mid,500000,18.69,9346641.56,23383971,2.1382,1,2,0,0,Securities Lending Recall,0.88,1
2024-11-29,CLOV,Healthcare,mid,Healthcare Equity,PRIME_A,Prime Broker,large,157114,1.84,289066.39,27365615,0.5741,1,3,0,0,Short Sale Locate Failure,0.88,1
2024-11-29,NKLA,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,0.89,444079.93,32625227,1.5326,1,2,0,0,FX Settlement Mismatch,0.88,1
2024-11-29,IWM,ETF,mid,ETF,CUSTODY_B,Custodian,large,232408,215.14,49999994.85,30353843,0.7657,1,2,0,0,System Issue,0.88,1
2024-11-29,ARK,ETF,mid,ETF,FOREIGN_A,Foreign Dealer,large,198066,49.07,9719536.03,10445973,1.8961,1,2,0,0,Corporate Action,0.88,1
2024-11-29,ARKK,ETF,mid,ETF,REGB_A,Regional Broker,mid,454760,48.1,21874312.41,12020833,3.7831,1,1,0,0,Short Sale Locate Failure,0.88,1
2024-11-29,ARKK,ETF,mid,ETF,FOREIGN_A,Foreign Dealer,large,500000,48.1,24050391.87,12020833,4.1594,1,1,0,0,Corporate Action,0.88,1
2024-11-29,TLT,Bond ETF,large,Bond ETF,HEDGE_B,Hedge Fund,mid,97692,96.76,9452488.63,15265763,0.6399,1,3,0,0,Short Sale Locate Failure,0.88,1
2024-11-29,TLT,Bond ETF,large,Bond ETF,REGB_A,Regional Broker,mid,343907,96.76,33275774.95,15265763,2.2528,1,1,0,0,Custodian Delay,0.88,1
2024-11-29,HYG,Bond ETF,large,Bond ETF,HEDGE_B,Hedge Fund,mid,500000,76.35,38175225.62,27969979,1.7876,1,1,0,0,Securities Lending Recall,0.88,1
2024-12-02,MSFT,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,122435,408.38,49999834.2,19959053,0.6134,1,1,0,0,Counterparty Error,1.0,1
2024-12-02,GOOGL,Technology,large,Technology Equity,FOREIGN_A,Foreign Dealer,large,293248,170.5,49999947.01,34124349,0.8594,1,3,0,0,FX Settlement Mismatch,1.0,1
2024-12-02,GOOGL,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,123046,170.5,20979830.99,34124349,0.3606,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-02,AMZN,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,270955,184.53,49999888.83,55797391,0.4856,1,1,0,0,SSI Mismatch,1.0,1
2024-12-02,TSLA,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,212159,235.67,49999835.78,126702296,0.1674,1,1,0,0,System Issue,1.0,1
2024-12-02,JPM,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,34173,196.89,6728312.31,9374386,0.3645,1,1,0,0,SSI Mismatch,1.0,1
2024-12-02,JPM,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,72072,196.89,14190235.71,9374386,0.7688,1,4,1,0,Custodian Delay,1.0,1
2024-12-02,JPM,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,132227,196.89,26034136.67,9374386,1.4105,2,1,0,0,SSI Mismatch,1.0,1
2024-12-02,JNJ,Healthcare,large,Healthcare Equity,REGB_A,Regional Broker,mid,111693,158.14,17662692.11,9215246,1.212,1,3,0,0,Corporate Action,1.0,1
2024-12-02,WMT,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,58366,202.81,11837047.78,9935053,0.5875,1,1,0,0,Corporate Action,1.0,1
2024-12-02,COST,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,55035,888.53,48900141.95,3355802,1.64,2,3,0,0,Short Sale Locate Failure,1.0,1
2024-12-02,SPCE,Consumer,mid,Consumer Equity,CUSTODY_B,Custodian,large,500000,1.23,613999.52,39000118,1.282,1,1,0,0,Custodian Delay,1.0,1
2024-12-02,NKLA,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,0.9,448231.67,46291438,1.0801,1,1,0,0,SSI Mismatch,1.0,1
2024-12-02,SPY,ETF,large,ETF,FOREIGN_A,Foreign Dealer,large,89096,561.19,49999861.24,71757169,0.1242,1,1,0,0,FX Settlement Mismatch,1.0,1
2024-12-02,ARK,ETF,mid,ETF,FOREIGN_B,Foreign Dealer,large,373562,49.74,18582795.95,15509299,2.4086,1,1,0,0,FX Settlement Mismatch,1.0,1
2024-12-02,TLT,Bond ETF,large,Bond ETF,PRIME_A,Prime Broker,large,197124,90.83,17904615.49,24926862,0.7908,1,1,0,0,System Issue,1.0,1
2024-12-02,LQD,Bond ETF,large,Bond ETF,REGB_B,Regional Broker,mid,148528,109.57,16273737.64,17576401,0.845,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,AAPL,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,267692,186.78,49999953.33,59284398,0.4515,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,MSFT,Technology,large,Technology Equity,REGB_A,Regional Broker,mid,123694,404.22,49999933.88,18836866,0.6567,1,1,0,0,Custodian Delay,1.0,1
2024-12-03,GOOGL,Technology,large,Technology Equity,HEDGE_B,Hedge Fund,mid,289614,172.64,49999936.66,31254411,0.9266,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,AMZN,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,275595,181.43,49999928.74,36244831,0.7604,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,AMZN,Consumer,large,Consumer Equity,FOREIGN_B,Foreign Dealer,large,275595,181.43,49999928.74,36244831,0.7604,1,2,0,0,FX Settlement Mismatch,1.0,1
2024-12-03,META,Technology,large,Technology Equity,HEDGE_B,Hedge Fund,mid,96678,517.18,49999494.32,18289908,0.5286,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,TSLA,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,206052,242.66,49999808.07,102295280,0.2014,2,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,TSLA,Consumer,large,Consumer Equity,PRIME_C,Prime Broker,large,206052,242.66,49999808.07,102295280,0.2014,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,JPM,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,175912,204.95,36052721.27,14285077,1.2314,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,GS,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,42715,481.68,20574839.01,2857477,1.4949,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,MS,Financials,large,Financials Equity,REGB_B,Regional Broker,mid,125224,101.84,12752545.96,7510376,1.6673,1,1,0,0,Corporate Action,1.0,1
2024-12-03,WFC,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,305044,56.56,17252297.67,24688603,1.2356,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,JNJ,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,134015,160.98,21574281.95,7041299,1.9033,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,JNJ,Healthcare,large,Healthcare Equity,REGB_B,Regional Broker,mid,149599,160.98,24083057.91,7041299,2.1246,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,WMT,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,134697,196.57,26478013.69,8571323,1.5715,1,2,0,0,Custodian Delay,1.0,1
2024-12-03,WMT,Consumer,large,Consumer Equity,REGB_B,Regional Broker,mid,128624,196.57,25284215.93,8571323,1.5006,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-03,PLTR,Technology,mid,Technology Equity,FOREIGN_A,Foreign Dealer,large,500000,24.9,12451149.43,61318844,0.8154,1,2,0,0,Custodian Delay,1.0,1
2024-12-03,PLTR,Technology,mid,Technology Equity,REGB_B,Regional Broker,mid,500000,24.9,12451149.43,61318844,0.8154,1,1,0,0,Corporate Action,1.0,1
2024-12-03,RIVN,Consumer,mid,Consumer Equity,PRIME_C,Prime Broker,large,500000,11.91,5955221.4,91105542,0.5488,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,LCID,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,3.54,1768738.46,37865193,1.3205,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,LCID,Consumer,mid,Consumer Equity,CUSTODY_A,Custodian,large,469487,3.54,1660799.42,37865193,1.2399,1,1,0,0,Custodian Delay,1.0,1
2024-12-03,LCID,Consumer,mid,Consumer Equity,PRIME_A,Prime Broker,large,500000,3.54,1768738.46,37865193,1.3205,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,BBAI,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,238270,3.11,741925.36,17062276,1.3965,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,HOOD,Financials,mid,Financials Equity,PRIME_B,Prime Broker,large,500000,18.9,9451777.92,31841604,1.5703,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,CLOV,Healthcare,mid,Healthcare Equity,REGB_A,Regional Broker,mid,500000,1.74,868428.75,38785205,1.2892,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,CLOV,Healthcare,mid,Healthcare Equity,CUSTODY_A,Custodian,large,500000,1.74,868428.75,38785205,1.2892,1,2,0,0,Corporate Action,1.0,1
2024-12-03,SPY,ETF,large,ETF,PRIME_C,Prime Broker,large,84706,590.27,49999727.61,99343205,0.0853,1,1,0,0,SSI Mismatch,1.0,1
2024-12-03,SPY,ETF,large,ETF,HEDGE_B,Hedge Fund,mid,84706,590.27,49999727.61,99343205,0.0853,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,SPY,ETF,large,ETF,FOREIGN_B,Foreign Dealer,large,84706,590.27,49999727.61,99343205,0.0853,1,2,0,0,FX Settlement Mismatch,1.0,1
2024-12-03,QQQ,ETF,large,ETF,PRIME_B,Prime Broker,large,102372,488.41,49999710.55,53916424,0.1899,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-03,ARKK,ETF,mid,ETF,PRIME_B,Prime Broker,large,262419,44.62,11708450.36,19196052,1.367,1,1,0,0,Custodian Delay,1.0,1
2024-12-03,ARKK,ETF,mid,ETF,CUSTODY_A,Custodian,large,263899,44.62,11774484.1,19196052,1.3748,1,1,0,0,System Issue,1.0,1
2024-12-03,TLT,Bond ETF,large,Bond ETF,PRIME_A,Prime Broker,large,137929,93.39,12881292.66,32594839,0.4232,2,2,0,0,Securities Lending Recall,1.0,1
2024-12-03,TLT,Bond ETF,large,Bond ETF,FOREIGN_A,Foreign Dealer,large,257656,93.39,24062686.9,32594839,0.7905,1,1,0,0,Custodian Delay,1.0,1
2024-12-03,LQD,Bond ETF,large,Bond ETF,REGB_B,Regional Broker,mid,397265,109.13,43353485.39,20543680,1.9338,2,1,0,0,Custodian Delay,1.0,1
2024-12-04,AAPL,Technology,large,Technology Equity,REGB_A,Regional Broker,mid,259024,193.03,49999880.4,63116146,0.4104,1,2,0,0,SSI Mismatch,1.0,1
2024-12-04,MSFT,Technology,large,Technology Equity,FOREIGN_B,Foreign Dealer,large,117891,424.12,49999640.29,28086612,0.4197,2,1,0,0,Custodian Delay,1.0,1
2024-12-04,GOOGL,Technology,large,Technology Equity,HEDGE_B,Hedge Fund,mid,291792,171.35,49999942.16,30360534,0.9611,2,1,0,0,Securities Lending Recall,1.0,1
2024-12-04,TSLA,Consumer,large,Consumer Equity,PRIME_B,Prime Broker,large,205887,242.85,49999957.97,133732138,0.154,1,1,0,0,SSI Mismatch,1.0,1
2024-12-04,JPM,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,247540,201.99,49999802.14,13584339,1.8222,3,4,1,0,Corporate Action,1.0,1
2024-12-04,JPM,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,139709,201.99,28219368.01,13584339,1.0285,2,1,0,0,Corporate Action,1.0,1
2024-12-04,GS,Financials,large,Financials Equity,CUSTODY_B,Custodian,large,49749,466.77,23221385.13,4164551,1.1946,1,1,0,0,Custodian Delay,1.0,1
2024-12-04,MS,Financials,large,Financials Equity,REGB_A,Regional Broker,mid,162130,104.7,16975215.79,8347692,1.9422,1,3,0,0,Short Sale Locate Failure,1.0,1
2024-12-04,MS,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,69212,104.7,7246583.82,8347692,0.8291,1,1,0,0,Corporate Action,1.0,1
2024-12-04,WFC,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,310629,58.0,18015677.58,19496196,1.5933,2,2,0,0,Corporate Action,1.0,1
2024-12-04,WFC,Financials,large,Financials Equity,REGB_B,Regional Broker,mid,239389,58.0,13883942.06,19496196,1.2279,1,1,0,0,SSI Mismatch,1.0,1
2024-12-04,XOM,Energy,large,Energy Equity,HEDGE_A,Hedge Fund,mid,289061,121.2,35035033.36,20933466,1.3809,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-04,PFE,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,500000,28.72,14357682.41,66475756,0.7522,1,1,0,0,Corporate Action,1.0,1
2024-12-04,PFE,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,500000,28.72,14357682.41,66475756,0.7522,1,1,0,0,SSI Mismatch,1.0,1
2024-12-04,WMT,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,209166,200.83,42007837.12,13011992,1.6075,1,1,0,0,Corporate Action,1.0,1
2024-12-04,WMT,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,152064,200.83,30539761.45,13011992,1.1686,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-04,PLTR,Technology,mid,Technology Equity,REGB_B,Regional Broker,mid,500000,24.46,12230061.25,155223943,0.3221,2,1,0,0,Securities Lending Recall,1.0,1
2024-12-04,RIVN,Consumer,mid,Consumer Equity,CUSTODY_A,Custodian,large,500000,12.28,6141968.35,111683706,0.4477,1,3,0,0,Securities Lending Recall,1.0,1
2024-12-04,LCID,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,3.53,1766541.18,55803662,0.896,2,1,0,0,FX Settlement Mismatch,1.0,1
2024-12-04,LCID,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,3.53,1766541.18,55803662,0.896,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-04,BBAI,Technology,mid,Technology Equity,REGB_A,Regional Broker,mid,500000,3.21,1602923.58,27509754,1.8175,1,1,0,0,Custodian Delay,1.0,1
2024-12-04,BBAI,Technology,mid,Technology Equity,CUSTODY_A,Custodian,large,357734,3.21,1146840.53,27509754,1.3004,1,1,0,0,Corporate Action,1.0,1
2024-12-04,BBAI,Technology,mid,Technology Equity,FOREIGN_B,Foreign Dealer,large,500000,3.21,1602923.58,27509754,1.8175,1,2,0,0,FX Settlement Mismatch,1.0,1
2024-12-04,OPEN,Financials,mid,Financials Equity,PRIME_C,Prime Broker,large,335103,2.76,924466.25,16581447,2.021,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-04,HOOD,Financials,mid,Financials Equity,PRIME_B,Prime Broker,large,333660,17.87,5963579.3,15830850,2.1077,2,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-04,SPY,ETF,large,ETF,CUSTODY_A,Custodian,large,88477,565.11,49999598.68,111789010,0.0791,1,1,0,0,System Issue,1.0,1
2024-12-04,QQQ,ETF,large,ETF,CUSTODY_B,Custodian,large,101141,494.36,49999924.87,38622971,0.2619,1,1,0,0,Corporate Action,1.0,1
2024-12-04,IWM,ETF,mid,ETF,FOREIGN_A,Foreign Dealer,large,235143,212.64,49999963.11,55218940,0.4258,1,1,0,0,Custodian Delay,1.0,1
2024-12-04,HYG,Bond ETF,large,Bond ETF,FOREIGN_B,Foreign Dealer,large,209162,76.64,16030460.35,16327508,1.281,1,3,0,0,Custodian Delay,1.0,1
2024-12-04,LQD,Bond ETF,large,Bond ETF,HEDGE_B,Hedge Fund,mid,359027,106.09,38090853.45,11967576,3.0,1,1,0,0,Counterparty Error,1.0,1
2024-12-05,NVDA,Technology,large,Technology Equity,HEDGE_B,Hedge Fund,mid,384960,129.88,49999999.46,355043920,0.1084,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-05,TSLA,Consumer,large,Consumer Equity,REGB_B,Regional Broker,mid,205492,243.32,49999930.39,154215109,0.1333,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-05,JPM,Financials,large,Financials Equity,REGB_B,Regional Broker,mid,249084,200.73,49999863.16,17328044,1.4375,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-05,BAC,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,500000,37.56,18778253.62,74882008,0.6677,1,1,0,0,System Issue,1.0,1
2024-12-05,BAC,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,213949,37.56,8035177.17,74882008,0.2857,1,1,0,0,Securities Lending Recall,1.0,1
2024-12-05,MS,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,163863,100.51,16470163.48,10734886,1.5265,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-05,JNJ,Healthcare,large,Healthcare Equity,HEDGE_B,Hedge Fund,mid,114665,157.49,18058823.52,7006771,1.6365,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-05,JNJ,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,25329,157.49,3989115.61,7006771,0.3615,1,3,0,0,Custodian Delay,1.0,1
2024-12-05,WMT,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,56151,191.08,10729107.3,9809601,0.5724,2,2,0,0,System Issue,1.0,1
2024-12-05,COST,Consumer,large,Consumer Equity,FOREIGN_A,Foreign Dealer,large,56127,890.83,49999348.61,4157702,1.35,1,2,0,0,SSI Mismatch,1.0,1
2024-12-05,PLTR,Technology,mid,Technology Equity,PRIME_A,Prime Broker,large,500000,25.05,12525421.54,60748767,0.8231,1,1,0,0,Short Sale Locate Failure,1.0,1
2024-12-05,BBAI,Technology,mid,Technology Equity,FOREIGN_B,Foreign Dealer,large,353500,3.09,1091071.51,17286296,2.045,2,1,0,0,FX Settlement Mismatch,1.0,1
